Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,0,-0.571902002975338,1,0,-0.5024451714361923,False,True
1,1,1,0.65778516257493,1,0,0.7868452935884461,False,False
1,3,1,-0.264480211587771,0,0,-0.4888542575852486,False,True
1,1,1,0.4272188190342548,1,0,0.4207302360686478,False,True
0,3,0,0.4272188190342548,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,0,0,-0.47811642890864375,True,False
0,1,0,1.8874723281251982,0,0,0.395813560675251,False,True
0,3,0,-2.109010959913173,3,1,-0.22408312108167944,False,True
1,3,1,-0.18762476374087925,0,2,-0.4242561406845337,False,True
1,2,1,-1.186745585750472,1,0,-0.04295550208861426,False,False
1,3,1,-1.9553000642193896,1,1,-0.312172377522981,False,True
1,1,1,2.194894119512765,0,0,-0.11384570873513637,False,True
0,3,0,-0.7256128986691215,0,0,-0.4863374216869257,False,True
0,3,0,0.7346406104218218,1,5,-0.01870931177853076,False,True
0,3,1,-1.186745585750472,0,0,-0.4902797934380587,False,True
1,2,1,1.9643277759720899,0,0,-0.3262666585535892,False,True
0,3,0,-2.109010959913173,4,1,-0.06199888922968463,True,False
1,2,0,-0.03391386804709575,0,0,-0.3866707201133388,False,True
0,3,1,0.11979702764668776,1,0,-0.2859972841804228,False,True
1,3,1,-0.18762476374087925,0,0,-0.5029485386158568,False,False
0,2,0,0.4272188190342548,0,0,-0.12491978668775715,False,True
1,2,0,0.350363371187363,0,0,-0.3866707201133388,False,True
1,3,1,-1.1098901379035804,0,0,-0.4867562231804066,True,False
1,1,0,-0.1107693158939875,0,0,0.06635974158478332,False,True
0,3,1,-1.6478782728318226,3,1,-0.22408312108167944,False,True
1,3,1,0.65778516257493,1,5,-0.016444159470040135,False,True
0,3,0,-0.03391386804709575,0,0,-0.5029485386158568,False,False
1,3,1,-0.18762476374087925,0,0,-0.48977642625839407,True,False
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
0,1,0,0.8114960582687135,0,0,-0.09027201697708476,False,False
1,1,1,-0.18762476374087925,1,0,2.301728820789,False,False
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
0,2,0,2.8097377022878987,0,0,-0.43700743807979686,False,True
0,1,0,-0.1107693158939875,1,0,1.0060617003323709,False,False
0,1,0,0.965206953962497,1,0,0.39858208016340624,False,True
1,3,0,-0.03391386804709575,0,0,-0.5028639729296732,False,False
0,3,0,-0.6487574508222298,0,0,-0.4863374216869257,False,True
0,3,1,-0.879323794362905,2,0,-0.2859972841804228,False,True
1,3,1,-1.186745585750472,1,0,-0.42207354059350805,False,False
0,3,1,0.8114960582687135,1,0,-0.4576454924460446,False,True
0,2,1,-0.18762476374087925,1,0,-0.22559322262067316,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,False
1,2,1,-2.0321555120662813,1,2,0.18876253192945994,False,False
1,3,1,-0.8024683465160133,0,0,-0.48977642625839407,True,False
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,1,0,-0.3363340021468808,True,False
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
0,3,0,-0.03391386804709575,2,0,-0.21191774308354583,False,False
0,3,1,-0.879323794362905,1,0,-0.29002422161773944,False,True
0,3,0,-1.7247337206787143,4,1,0.1506737441786005,False,True
0,3,0,-0.6487574508222298,0,0,-0.4913710934835715,False,True
1,1,1,1.5031950888907393,1,0,0.8964967865378598,False,False
1,2,1,-0.03391386804709575,1,0,-0.12491978668775715,False,True
0,1,0,2.732882254441007,0,1,0.5995101505357573,False,False
1,1,0,-0.03391386804709575,0,0,0.06635974158478332,False,True
1,2,1,-0.6487574508222298,0,0,-0.43700743807979686,False,True
0,3,0,-0.07234159197054163,0,0,-0.5028639729296732,False,False
1,2,1,-1.8784446163724977,1,2,-0.08968408411123653,False,True
0,3,0,-1.4173119292911474,5,2,0.2958951755118318,False,True
0,3,0,-0.571902002975338,0,0,-0.5028639729296732,False,False
1,1,1,0.65778516257493,0,0,0.962353321387736,False,True
0,1,0,1.1957732975031723,1,0,1.0323213593611125,False,True
0,3,0,-1.9553000642193896,3,2,-0.08666388103324908,False,True
0,1,0,-0.03391386804709575,0,0,-0.09027201697708476,False,False
1,3,0,-0.03391386804709575,1,1,-0.3414522396297103,False,False
1,2,1,-0.03391386804709575,0,0,-0.43700743807979686,False,True
0,3,0,-0.8024683465160133,0,0,-0.4841568350646187,False,True
1,3,1,-0.9561792422097968,4,2,-0.4888542575852486,False,True
0,3,0,-0.264480211587771,2,0,-0.47400492578514347,False,True
0,2,0,0.1966524754935795,0,0,-0.43700743807979686,False,True
0,3,1,-1.0330346900566885,5,2,0.2958951755118318,False,True
0,2,0,-0.6487574508222298,0,0,0.8314778546749452,False,True
0,3,0,-0.264480211587771,1,0,-0.3573908580066095,False,False
1,3,0,0.1966524754935795,0,0,0.48910360681684706,False,True
0,3,0,-0.34133565943466276,0,0,-0.494391296561559,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
1,2,0,-2.1989318338940365,0,2,-0.06451572512800753,False,True
1,3,1,0.042941579799796,0,0,-0.397241430886295,False,True
0,3,0,-0.571902002975338,0,0,-0.46720946885967163,False,True
1,3,0,-0.03391386804709575,0,0,-0.45714212526638004,False,True
1,3,1,-0.18762476374087925,0,0,-0.49162277707340374,True,False
0,1,0,-0.1107693158939875,0,0,0.29992211294914856,False,True
1,2,1,-0.9561792422097968,0,0,-0.43700743807979686,False,True
1,3,1,0.27350792334047125,3,0,-0.32928686163157667,False,True
0,3,0,-1.0330346900566885,1,3,0.04370821849987721,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
0,3,0,-0.4181911072815545,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
0,3,0,-0.7256128986691215,0,0,-0.4902797934380587,False,True
0,1,0,1.272628745350064,1,0,0.5833178351003071,False,True
0,3,0,-0.264480211587771,1,2,-0.23415046467497105,False,True
0,3,0,2.271749567359657,0,0,-0.5024451714361923,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
1,1,0,-0.49504655512844625,0,1,0.6272778976347743,False,False
1,2,1,0.350363371187363,0,1,-0.18532384824750675,False,True
0,2,0,0.350363371187363,1,0,-0.12491978668775715,False,True
0,3,1,-0.1107693158939875,0,0,-0.4894421904510968,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
0,1,0,-0.6487574508222298,0,1,0.907737982394129,False,True
0,3,0,0.27350792334047125,0,0,-0.4741720436887921,False,True
0,3,0,0.5809297147280382,2,0,-0.4888542575852486,False,True
0,3,0,-0.1107693158939875,0,0,-0.4894421904510968,False,True
1,3,1,-0.6487574508222298,0,0,-0.494391296561559,False,True
1,3,0,-0.03391386804709575,0,0,-0.4918744606632361,False,True
0,3,0,0.65778516257493,0,0,-0.4894421904510968,False,True
1,3,1,-0.18762476374087925,1,0,-0.1621689579829361,True,False
0,1,0,1.349484193196956,0,0,0.39858208016340624,False,True
0,3,1,-1.1483178618270262,1,0,-0.3573908580066095,False,False
0,3,0,-0.571902002975338,0,0,-0.4863374216869257,False,True
0,3,1,-0.7256128986691215,1,0,-0.4505983519307405,False,True
0,3,1,-0.9561792422097968,0,0,-0.3573083057891445,False,False
0,3,0,-0.6487574508222298,0,0,-0.4888542575852486,False,True
0,2,0,-0.03391386804709575,1,0,-0.22559322262067316,False,True
0,3,1,-2.109010959913173,4,2,-0.01870931177853076,False,True
0,2,0,-0.6487574508222298,2,0,0.8314778546749452,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
0,2,0,0.23508019941702538,1,0,-0.04295550208861426,False,False
1,2,1,0.23508019941702538,0,0,-0.3866707201133388,False,True
0,1,0,1.8874723281251982,0,1,0.907737982394129,False,True
1,3,0,-1.3404564814442554,1,0,-0.42207354059350805,False,False
0,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
1,3,0,-0.4181911072815545,0,0,-0.5046257580584992,False,True
1,3,1,-0.18762476374087925,1,1,-0.19824427701513722,False,False
0,3,0,1.1957732975031723,0,0,-0.5079822104125026,False,True
0,3,0,0.27350792334047125,0,0,-0.4894421904510968,False,False
0,3,0,-0.7256128986691215,0,0,-0.5064721088735089,False,True
0,3,1,1.349484193196956,1,0,-0.35646868933346404,False,True
1,2,1,-0.03391386804709575,1,0,-0.12491978668775715,False,True
0,2,0,-0.34133565943466276,0,0,-0.3866707201133388,False,True
0,2,0,-0.49504655512844625,0,0,-0.3454791770670269,False,False
1,1,1,-0.8024683465160133,0,2,-0.11921562980779811,False,True
0,1,0,0.5809297147280382,1,0,0.4207302360686478,False,True
0,3,0,-1.0330346900566885,0,0,-0.4628462821463391,False,True
0,1,0,-0.4181911072815545,0,0,0.9462455716384695,False,False
0,3,1,-0.18762476374087925,0,2,-0.3414522396297103,False,False
1,3,1,-0.571902002975338,0,0,-0.49237782784290063,False,True
1,3,1,-0.4181911072815545,1,0,-0.32928686163157667,False,True
0,3,0,-0.8024683465160133,0,0,-0.5125125150294839,True,False
0,2,0,-0.879323794362905,0,0,-0.41687275089321363,False,True
0,2,0,-0.8024683465160133,1,1,0.09152810056801232,False,True
1,3,0,-0.18762476374087925,0,0,-0.49145565916975514,False,True
0,3,1,-1.5710228249849307,2,2,0.04370821849987721,False,True
0,2,0,0.5425019908045924,0,2,-0.12491978668775715,False,True
0,2,0,0.965206953962497,0,0,-0.3866707201133388,False,True
0,2,0,1.6569059845845229,0,0,-0.39623469652696586,False,True
1,1,1,-0.571902002975338,1,0,0.6925485130875209,False,True
0,3,0,2.0027554998955357,0,0,-0.4863374216869257,False,True
0,3,0,0.8499237821921594,0,2,-0.35646868933346404,False,True
0,3,0,-0.03391386804709575,0,0,-0.5011867534870308,False,True
0,1,0,1.6569059845845229,0,1,0.5874293382238074,False,False
1,3,1,-1.0330346900566885,0,0,-0.49271407711891657,True,False
0,3,0,0.042941579799796,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,0,0,-0.47400492578514347,False,True
0,3,0,-0.03391386804709575,8,2,0.7519458402879414,False,True
0,3,0,1.1189178496562806,0,1,-0.32425318983493084,False,True
1,2,1,0.8114960582687135,0,0,-0.331300330350235,False,True
0,3,0,-0.264480211587771,0,0,-0.4918744606632361,False,True
0,3,0,-0.9561792422097968,0,0,-0.47400492578514347,False,True
0,3,0,-2.1858664077600647,4,1,0.1506737441786005,False,True
1,3,0,-1.5710228249849307,0,2,-0.2351571990343002,False,True
1,1,1,-0.18762476374087925,0,1,0.4589861417231558,False,True
0,3,1,1.1957732975031723,1,4,-0.08666388103324908,False,True
0,1,0,-0.03391386804709575,0,0,-0.12642988822675086,False,True
0,3,0,-0.1107693158939875,0,0,0.48910360681684706,False,True
0,1,0,2.42546046305344,0,0,0.026090367211616904,False,True
0,3,0,-1.9553000642193896,4,1,-0.06199888922968463,True,False
1,3,1,-2.1858664077600647,1,1,-0.4242561406845337,False,True
0,3,0,-0.6487574508222298,0,0,-0.4888542575852486,False,True
0,1,0,2.0411832238189818,0,0,-0.030371322596999754,False,False
0,3,0,-0.879323794362905,1,1,-0.4902797934380587,False,True
0,3,0,-0.03391386804709575,3,1,-0.13565761536436197,False,True
0,1,1,1.580050536737631,0,0,-0.07030444769415023,False,False
0,2,0,0.042941579799796,0,0,-0.3866707201133388,False,True
0,3,0,0.5040742668811465,0,0,-0.6484216535389205,False,True
0,3,1,-0.18762476374087925,8,2,0.7519458402879414,False,True
0,2,0,-0.03391386804709575,0,0,-0.34539461138084326,False,False
0,3,0,-1.5710228249849307,4,2,-0.016444159470040135,False,True
1,2,0,-2.1858664077600647,2,1,0.13683114673782454,False,True
1,3,1,-1.9553000642193896,0,2,-0.20495516825442542,False,True
0,1,0,-0.03391386804709575,0,0,0.3583127057902398,False,True
1,3,1,-0.18762476374087925,1,0,-0.3363340021468808,True,False
1,1,0,1.1957732975031723,0,0,-0.11384570873513637,False,True
0,3,0,0.8114960582687135,1,1,-0.3363340021468808,True,False
0,3,0,0.5040742668811465,0,0,-0.4894421904510968,False,True
1,2,1,0.1966524754935795,0,0,-0.3866707201133388,False,True
0,2,0,-0.8024683465160133,0,0,-0.3866707201133388,False,True
1,3,1,-0.8024683465160133,1,0,-0.4902797934380587,False,True
1,2,0,-2.0321555120662813,1,1,-0.12491978668775715,False,True
1,1,1,1.1189178496562806,0,0,-0.09027201697708476,False,False
1,1,1,2.194894119512765,0,0,2.301728820789,False,False
0,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
0,3,0,0.965206953962497,0,1,-0.47920571548543794,False,True
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
0,2,1,-0.4181911072815545,0,0,-0.3866707201133388,False,True
0,3,0,-0.1107693158939875,0,0,-0.45714212526638004,False,True
0,3,0,-0.03391386804709575,8,2,0.7519458402879414,False,True
0,3,0,0.350363371187363,0,0,-0.5176307525123133,False,True
0,3,0,1.2342010214266181,0,0,-0.5029485386158568,False,False
1,3,0,-0.879323794362905,0,0,-0.4863374216869257,False,True
0,3,1,-2.109010959913173,0,1,-0.43776248884929375,False,True
0,3,0,0.1966524754935795,1,0,-0.32928686163157667,False,True
1,3,0,-0.264480211587771,0,0,-0.2701412180209885,False,False
1,3,1,-1.0330346900566885,0,0,-0.49237782784290063,True,False
1,1,0,0.8114960582687135,0,0,-0.024246350754841113,False,False
0,3,0,-0.4181911072815545,0,0,-0.5064721088735089,False,True
1,2,1,0.4272188190342548,0,0,-0.22559322262067316,False,True
0,3,0,-0.571902002975338,0,0,-0.5024451714361923,False,True
0,2,0,0.042941579799796,0,0,-0.3866707201133388,False,True
0,3,0,-0.03391386804709575,1,0,-0.49237782784290063,True,False
1,1,1,0.11979702764668776,1,0,1.6323350375212924,False,False
1,3,1,-0.18762476374087925,0,0,-0.4888542575852486,False,True
0,2,0,0.965206953962497,1,0,-0.10478509950117394,False,True
1,1,1,0.1966524754935795,0,0,0.8876878608937296,False,False
0,2,0,0.042941579799796,0,0,-0.43700743807979686,False,True
1,3,0,-1.0330346900566885,0,0,-0.4863374216869257,False,True
0,2,0,-0.18762476374087925,0,0,-0.3866707201133388,False,True
0,3,0,1.6569059845845229,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
1,1,0,0.65778516257493,1,0,1.163700193253568,False,True
0,3,0,-0.571902002975338,0,0,-0.4601623283443675,False,True
1,2,0,-0.8024683465160133,0,0,-0.43700743807979686,False,True
0,3,0,-0.6871851747456756,0,0,-0.5024451714361923,False,True
0,2,0,-0.879323794362905,0,0,-0.3866707201133388,False,True
0,3,1,-0.18762476374087925,3,1,-0.13565761536436197,False,True
1,1,1,0.4272188190342548,1,0,1.0323213593611125,False,True
0,3,0,-0.03391386804709575,0,0,-0.4918744606632361,False,True
0,2,0,2.271749567359657,0,0,-0.3766033765200472,False,True
1,3,1,-1.8784446163724977,4,2,-0.016444159470040135,False,True
0,2,0,-0.4181911072815545,0,0,-0.43700743807979686,False,True
0,3,1,-0.18762476374087925,0,0,-0.49640476528021726,False,True
0,2,0,1.1189178496562806,1,0,-0.12491978668775715,False,True
1,2,1,-1.6478782728318226,0,2,-0.11988611489111134,False,True
0,2,0,-0.8024683465160133,0,0,-0.43700743807979686,False,True
0,2,0,0.27350792334047125,0,0,-0.4012683683236117,False,True
0,3,1,-0.18762476374087925,1,0,-0.3573908580066095,False,False
1,3,1,-0.18762476374087925,1,0,-0.3363340021468808,True,False
0,2,0,-0.03391386804709575,0,0,-0.43700743807979686,False,True
0,3,0,-0.571902002975338,0,0,-0.5049620073345151,False,True
0,3,0,0.042941579799796,0,0,-0.5029485386158568,False,False
0,1,0,1.1189178496562806,2,0,1.163700193253568,True,False
0,3,1,-0.34133565943466276,0,0,-0.4918744606632361,False,True
1,2,1,-0.4181911072815545,0,2,-0.35646868933346404,False,True
1,1,0,0.5809297147280382,1,1,0.40974072380221066,False,True
0,2,0,1.8874723281251982,1,0,-0.12491978668775715,False,True
0,3,0,-0.03391386804709575,0,0,-0.5024451714361923,False,True
0,3,1,-0.03391386804709575,1,1,-0.43776248884929375,False,True
0,1,0,2.502315910900332,0,0,-0.11384570873513637,False,True
0,3,0,0.042941579799796,1,0,-0.32425318983493084,False,True
0,3,1,0.8883515061156053,0,2,-0.2414492887801075,False,True
1,3,1,-0.03391386804709575,0,2,-0.3414522396297103,False,False
1,1,1,-0.18762476374087925,0,0,0.9462455716384695,False,False
1,1,1,0.042941579799796,0,0,1.093228788100527,False,True
1,2,1,1.580050536737631,0,1,-0.12491978668775715,False,True
0,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
1,3,0,-2.0321555120662813,4,2,-0.016444159470040135,False,True
0,1,0,1.7337614324314146,1,1,0.955306180872432,False,True
0,1,0,0.8114960582687135,0,0,-0.6484216535389205,False,True
0,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
0,2,0,0.5040742668811465,0,0,-0.43700743807979686,False,True
0,3,0,-1.0330346900566885,4,1,0.1506737441786005,False,True
1,3,0,-0.34133565943466276,1,0,-0.4918744606632361,False,True
1,1,1,2.194894119512765,0,1,2.441497778832105,False,True
1,1,1,0.4272188190342548,0,0,2.0825124140450755,False,True
0,1,0,-0.03391386804709575,0,0,-0.024246350754841113,False,True
1,3,0,-0.34133565943466276,0,0,-0.6484216535389205,False,True
1,2,1,0.8883515061156053,0,1,-0.255795253400548,False,True
0,1,0,0.5809297147280382,0,1,-0.05042144409739929,False,False
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
1,1,1,2.5791713587472236,1,0,0.921244330558889,False,True
0,3,1,1.1957732975031723,0,0,-0.49237782784290063,False,True
0,2,0,-0.03391386804709575,0,0,-0.6484216535389205,False,True
0,3,0,-1.7247337206787143,4,1,-0.06199888922968463,True,False
1,3,1,0.4272188190342548,1,1,-0.24069423801061057,False,True
0,3,0,2.732882254441007,0,0,-0.49237782784290063,True,False
0,3,0,-0.1107693158939875,0,0,-0.4902797934380587,False,True
0,3,0,-1.0330346900566885,0,0,-0.45714212526638004,False,True
1,3,0,-0.8024683465160133,0,0,-0.4863374216869257,False,True
0,1,0,-0.03391386804709575,0,0,-0.12491978668775715,False,True
0,3,0,0.27350792334047125,0,0,-0.47400492578514347,False,False
1,3,0,0.042941579799796,0,0,-0.45714212526638004,False,True
0,3,0,-0.571902002975338,0,0,-0.4894421904510968,False,True
1,2,0,0.965206953962497,0,0,-0.3866707201133388,False,True
1,3,1,-0.571902002975338,0,0,-0.49237782784290063,True,False
1,1,1,-0.264480211587771,0,0,0.9391984311231651,False,True
1,1,1,-0.8024683465160133,1,0,1.1854295476653287,False,False
0,2,0,0.5040742668811465,0,0,-0.3891875560116617,False,False
