Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,1,-0.4181911072815545,0,0,-0.4702296719376591,False,True
0,3,0,-0.4181911072815545,0,0,-0.4894421904510968,False,True
0,1,0,-0.03391386804709575,0,0,-0.09027201697708476,False,False
0,3,0,-0.4566188312050004,0,0,-0.5028639729296732,False,False
0,1,1,-2.109010959913173,1,2,2.4029901895877646,False,True
1,1,0,-0.03391386804709575,0,0,-0.034313694348132716,False,True
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
1,3,0,-0.03391386804709575,2,0,-0.18029017645086096,True,False
0,3,0,-0.8024683465160133,0,0,-0.6484216535389205,False,True
1,2,1,-0.18762476374087925,0,0,-0.3997582667846179,True,False
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
1,1,0,-2.192014843587816,1,2,2.4029901895877646,False,True
1,1,1,-0.18762476374087925,0,0,1.5841789061771412,False,False
1,1,1,-0.9561792422097968,1,0,1.5442457810799908,False,False
0,2,0,0.042941579799796,1,0,-0.16518916106092355,False,False
1,1,1,0.042941579799796,0,0,0.49782998024351216,False,False
1,1,1,-0.4181911072815545,0,0,1.0259447039291216,False,False
0,2,1,-0.264480211587771,1,1,-0.12491978668775715,False,True
0,3,0,-0.1107693158939875,0,0,-0.4894421904510968,False,True
0,2,0,1.0420624018093887,1,1,-0.11988611489111134,False,True
1,3,1,-0.264480211587771,0,0,-0.4902797934380587,False,True
1,2,1,-0.4181911072815545,1,0,-0.12491978668775715,False,True
0,2,0,1.8874723281251982,0,0,-0.36653603292675563,False,True
1,1,1,0.11979702764668776,0,2,2.671117778445337,False,True
1,1,1,0.8114960582687135,1,1,2.059693773056521,False,False
0,3,0,-0.571902002975338,0,0,-0.5024451714361923,False,True
0,3,0,-0.18762476374087925,0,0,-0.4894421904510968,False,True
1,2,1,0.042941579799796,0,0,-0.3997582667846179,True,False
1,2,1,-0.571902002975338,1,1,-0.06451572512800753,False,True
0,3,0,-0.03391386804709575,8,2,0.7519458402879414,False,True
1,1,1,0.5040742668811465,0,0,2.0825124140450755,False,False
0,3,0,2.42546046305344,0,0,-0.5228315422126077,False,True
1,2,1,0.5040742668811465,0,0,-0.3866707201133388,False,True
1,3,1,0.11979702764668776,1,1,-0.2351571990343002,False,True
1,1,1,-1.0330346900566885,0,1,0.5189714017894245,False,False
1,3,1,-0.18762476374087925,2,0,-0.18029017645086096,True,False
0,1,0,1.2342010214266181,0,0,-0.07458306872129913,False,True
0,1,0,0.65778516257493,0,1,2.441497778832105,False,True
0,3,0,-1.0330346900566885,2,0,-0.2859972841804228,False,True
1,1,1,-0.18762476374087925,1,0,2.042579288947925,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
0,1,0,-0.03391386804709575,1,0,0.6925485130875209,False,True
1,1,1,0.8883515061156053,0,0,2.059693773056521,False,False
1,3,0,1.1957732975031723,0,0,-0.4863374216869257,False,True
0,1,0,1.1957732975031723,0,0,0.06635974158478332,False,True
1,2,0,-2.109010959913173,1,1,-0.12491978668775715,False,True
0,2,0,-0.1107693158939875,0,0,-0.3866707201133388,False,True
0,2,0,-0.34133565943466276,0,0,-0.3866707201133388,False,True
0,2,0,0.5040742668811465,0,0,-0.3866707201133388,False,True
1,2,1,-0.4181911072815545,0,0,-0.3866707201133388,False,True
1,2,1,0.8114960582687135,0,0,-0.3866707201133388,False,True
1,3,1,-0.18762476374087925,1,0,-0.32425318983493084,False,True
1,3,0,-2.0321555120662813,1,1,-0.32828012727224753,False,True
0,3,0,0.965206953962497,0,0,-0.47400492578514347,False,True
0,3,0,-0.49504655512844625,0,0,-0.4626791642426904,False,True
0,1,0,-0.03391386804709575,0,0,0.05629239799149171,False,True
0,3,0,-1.1098901379035804,1,1,-0.5028639729296732,False,False
0,3,0,-0.34133565943466276,1,0,-0.29002422161773944,False,True
0,3,0,-0.03391386804709575,0,0,-0.5029485386158568,False,False
0,3,0,-0.1107693158939875,0,0,-0.45714212526638004,False,True
1,1,1,-0.571902002975338,0,1,0.4589861417231558,False,True
0,2,1,0.65778516257493,0,0,-0.3866707201133388,False,True
1,3,1,-0.18762476374087925,0,0,-0.48977642625839407,True,False
1,3,1,-0.18762476374087925,0,0,-0.48977642625839407,True,False
0,3,0,0.8114960582687135,1,4,-0.08666388103324908,False,True
0,2,0,-0.03391386804709575,1,0,-0.09027201697708476,False,False
0,3,1,1.1957732975031723,0,1,-0.3573908580066095,False,False
0,3,0,0.4272188190342548,0,0,-0.5064721088735089,False,True
0,3,0,-0.03391386804709575,1,0,-0.3363340021468808,True,False
0,3,0,0.042941579799796,0,0,-0.5024451714361923,False,True
1,1,1,2.3486050152065485,1,0,0.8667135572514657,False,False
1,3,1,-0.18762476374087925,0,0,-0.5028639729296732,False,False
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
1,1,1,-0.4181911072815545,0,0,0.7469121684912956,False,False
1,1,0,-0.34133565943466276,1,0,0.4678796330534696,False,False
0,3,0,-0.879323794362905,1,0,-0.5176307525123133,False,True
0,3,0,-0.8024683465160133,0,0,-0.4863374216869257,False,True
0,1,0,-0.571902002975338,0,0,2.0825124140450755,False,False
0,3,1,-2.0321555120662813,3,1,-0.22408312108167944,False,True
1,1,1,-0.18762476374087925,1,0,1.0060617003323709,False,False
1,3,1,-0.571902002975338,0,0,-0.5024451714361923,False,True
0,3,0,-0.7256128986691215,0,0,-0.5676312212027554,False,False
0,3,0,-0.8024683465160133,0,0,-0.4918744606632361,False,True
1,3,1,-2.1858664077600647,0,2,-0.33146744825388363,False,False
0,3,0,0.1966524754935795,0,0,-0.4888542575852486,False,True
1,1,1,0.4272188190342548,1,0,0.39858208016340624,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
0,2,0,-0.879323794362905,0,0,0.8314778546749452,False,True
0,3,0,-2.1858664077600647,5,2,0.2958951755118318,False,True
1,2,1,0.5040742668811465,0,0,-0.3866707201133388,False,True
0,3,0,-0.03391386804709575,0,0,-0.49279662933638163,True,False
1,2,1,-0.9561792422097968,0,0,-0.40680540729992204,False,False
1,1,0,0.5040742668811465,1,2,1.7677408088510642,False,True
1,3,0,-0.6487574508222298,0,0,-0.49145565916975514,False,True
0,3,0,-0.1107693158939875,2,0,-0.4888542575852486,False,True
1,1,1,-0.49504655512844625,1,0,1.6323350375212924,False,False
1,3,1,-0.4181911072815545,0,2,-0.312172377522981,False,True
0,3,0,-0.571902002975338,0,0,-0.49145565916975514,False,True
0,3,1,0.11979702764668776,0,0,-0.4902797934380587,False,True
0,2,0,1.272628745350064,0,0,-0.12491978668775715,False,True
0,2,0,-0.49504655512844625,0,0,-0.43700743807979686,False,True
1,2,1,-0.1107693158939875,0,0,-0.393717860628643,False,True
1,3,0,0.7346406104218218,0,0,-0.4888542575852486,False,True
0,3,0,-0.264480211587771,0,0,-0.4863374216869257,False,True
0,3,1,-0.6487574508222298,1,0,-0.4505983519307405,False,True
0,3,0,-0.1107693158939875,1,0,-0.32928686163157667,False,True
0,3,1,-0.7256128986691215,0,0,-0.47400492578514347,False,True
0,2,0,0.350363371187363,1,0,-0.22559322262067316,False,True
0,3,0,1.6569059845845229,0,0,-0.49237782784290063,False,True
1,2,0,-2.0321555120662813,1,1,-0.2708962687904854,False,True
0,3,0,-0.6487574508222298,0,0,-0.4918744606632361,False,True
0,3,1,-0.18762476374087925,3,1,-0.13565761536436197,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,True
0,3,0,-0.03391386804709575,0,0,-0.5103319284071769,True,False
1,1,1,0.27350792334047125,1,0,1.163700193253568,True,False
0,2,0,-0.03391386804709575,0,0,-0.6484216535389205,False,True
1,3,0,1.1189178496562806,0,0,-0.4888542575852486,False,True
0,3,1,-0.18762476374087925,0,0,-0.4863374216869257,False,True
1,2,1,0.350363371187363,1,1,0.005955680025033696,False,True
1,2,1,-0.879323794362905,0,2,-0.3866707201133388,False,True
0,2,0,0.042941579799796,0,0,-0.3866707201133388,False,True
0,3,1,-1.494167377138039,0,2,-0.1621689579829361,False,True
0,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,False
0,3,0,-0.6487574508222298,0,0,-0.49271407711891657,True,False
0,3,0,-0.03391386804709575,0,0,-0.4898609919445778,False,True
0,3,1,-0.1107693158939875,1,1,-0.35848215805212236,False,True
0,3,0,-0.879323794362905,1,1,-0.2414492887801075,False,True
0,3,0,-0.03391386804709575,0,0,-0.5024451714361923,False,True
1,2,1,-0.1107693158939875,1,0,-0.12491978668775715,False,True
1,2,1,-0.8024683465160133,0,0,-0.12491978668775715,False,True
0,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
1,3,0,0.1966524754935795,0,0,-0.4863374216869257,False,True
1,1,0,-0.1107693158939875,0,0,-0.11384570873513637,False,True
1,3,1,-0.18762476374087925,1,0,-0.32425318983493084,False,True
1,2,1,0.965206953962497,1,0,-0.12491978668775715,False,True
0,3,0,-0.9561792422097968,0,0,-0.5049620073345151,False,True
0,1,0,1.580050536737631,1,0,0.4771073601910807,False,True
1,1,1,-1.186745585750472,1,2,1.7677408088510642,False,True
0,3,1,-0.6487574508222298,2,2,0.04370821849987721,False,True
1,2,1,-0.4181911072815545,2,3,-0.2708962687904854,False,True
0,2,0,0.11979702764668776,0,0,-0.43700743807979686,False,True
1,2,1,1.1957732975031723,1,1,-0.11988611489111134,False,True
0,3,0,-0.7256128986691215,0,0,-0.45714212526638004,False,True
0,3,0,-0.34133565943466276,1,0,-0.4918744606632361,False,True
1,2,1,-0.1107693158939875,0,0,-0.3866707201133388,False,True
1,3,0,-0.03391386804709575,0,0,-0.48507900373776425,False,True
1,1,0,-1.9553000642193896,0,2,0.9997696105865636,False,True
1,2,1,-1.2636010335973638,0,1,-0.255795253400548,False,True
1,1,0,0.350363371187363,0,0,-0.11384570873513637,False,True
1,3,1,-1.8784446163724977,2,1,-0.26066180729354516,False,False
1,1,0,1.7337614324314146,0,0,-0.034313694348132716,False,True
0,2,0,0.5040742668811465,1,2,-0.08968408411123653,False,True
0,3,0,-0.03391386804709575,1,0,-0.2463983948905696,False,True
0,1,0,0.042941579799796,0,0,-0.08968408411123653,False,False
1,1,0,1.5031950888907393,1,0,1.145663540471827,False,False
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
1,3,0,-0.03391386804709575,0,0,-0.4894421904510968,False,False
0,1,0,2.732882254441007,0,0,-0.11384570873513637,False,True
1,1,1,-0.18762476374087925,1,0,0.395813560675251,False,True
1,2,1,1.580050536737631,0,0,-0.43700743807979686,False,True
0,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
1,1,0,1.4263396410438476,0,0,-0.11384570873513637,False,True
0,3,0,0.350363371187363,0,0,-0.4863374216869257,False,True
0,1,0,1.349484193196956,0,0,0.12676380314453292,False,True
0,2,0,1.4263396410438476,0,0,-0.3866707201133388,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
0,3,0,0.65778516257493,0,0,-0.5064721088735089,False,True
0,2,0,-0.03391386804709575,0,0,-0.6484216535389205,False,True
0,1,0,2.0411832238189818,0,0,-0.11384570873513637,False,True
0,3,0,-0.03391386804709575,0,0,-0.4928811950225652,True,False
1,3,1,-2.2050802697217877,2,1,-0.26066180729354516,False,False
0,3,0,-0.03391386804709575,0,0,-0.5024451714361923,False,True
0,3,0,0.65778516257493,0,0,-0.47400492578514347,False,True
1,2,1,0.27350792334047125,1,2,-0.08968408411123653,False,True
1,2,1,-0.49504655512844625,0,0,-0.3707300882677209,False,False
0,3,1,-0.571902002975338,0,0,-0.45034666834090825,False,True
0,1,0,-0.03391386804709575,0,0,0.39858208016340624,False,True
0,2,0,0.350363371187363,1,0,-0.22559322262067316,False,True
0,3,0,-0.03391386804709575,1,0,-0.5065566745596926,False,True
0,3,0,-0.571902002975338,0,0,-0.4969926981460655,False,True
1,3,1,-2.109010959913173,0,1,-0.4010166847337793,False,True
0,3,0,-1.5710228249849307,5,2,0.2958951755118318,False,True
0,2,0,-0.03391386804709575,0,0,-0.6484216535389205,False,True
0,3,0,1.580050536737631,0,0,-0.4863374216869257,False,True
1,3,1,2.5791713587472236,0,0,-0.455380340137554,False,True
1,1,0,-0.34133565943466276,1,0,1.1854295476653287,False,False
0,3,1,-0.18762476374087925,3,1,-0.13565761536436197,False,True
1,1,1,0.4272188190342548,1,0,1.163700193253568,False,True
0,1,0,2.194894119512765,0,0,-0.05042144409739929,False,False
0,3,0,0.042941579799796,0,0,-0.4863374216869257,False,True
1,3,0,-1.5710228249849307,1,1,-0.32828012727224753,False,True
0,3,0,-0.03391386804709575,1,0,-0.2463983948905696,False,True
0,3,0,-0.6487574508222298,0,0,-0.5024451714361923,False,True
0,1,0,1.9643277759720899,0,0,-0.034313694348132716,False,True
0,3,0,-0.6487574508222298,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,0,0,-0.3573083057891445,False,False
1,1,1,1.8874723281251982,1,0,0.9274538680872313,False,False
0,3,0,-0.03391386804709575,0,0,-0.3443878770215141,False,True
0,1,1,-0.34133565943466276,1,2,2.4029901895877646,False,True
0,3,0,-0.4181911072815545,0,0,-0.49145565916975514,False,True
0,3,0,-0.9561792422097968,0,0,-0.47400492578514347,False,True
0,3,1,-0.6487574508222298,0,0,-0.49237782784290063,True,False
0,3,1,-0.18762476374087925,0,0,-0.4948100980550399,True,False
0,3,1,0.5809297147280382,0,0,-0.455380340137554,False,True
1,1,1,-1.0330346900566885,0,0,1.093228788100527,False,True
0,1,0,-0.879323794362905,1,0,1.5442457810799908,False,False
1,2,1,0.27350792334047125,0,2,-0.12491978668775715,False,True
1,1,0,-0.03391386804709575,0,0,-0.11384570873513637,False,True
0,3,0,-0.1107693158939875,0,0,-0.1948878246611338,False,True
1,3,0,-0.264480211587771,0,0,0.48910360681684706,False,True
1,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
1,1,0,0.5040742668811465,0,0,-0.11913106412161445,False,True
1,1,1,1.8874723281251982,1,0,0.5475787653441219,False,False
0,3,0,-0.4181911072815545,0,0,-0.4974960653257301,False,True
0,1,0,1.349484193196956,0,0,0.036576512298389464,False,True
1,2,1,0.350363371187363,0,0,-0.43700743807979686,False,True
0,3,0,-0.03391386804709575,0,0,-0.1621689579829361,True,False
1,2,1,0.5040742668811465,1,0,-0.12491978668775715,False,True
0,3,0,0.1966524754935795,0,0,-0.4894421904510968,False,True
1,1,1,0.042941579799796,0,0,1.2341715984066093,False,True
0,3,0,-0.571902002975338,0,0,-0.4894421904510968,False,True
0,3,0,-0.03391386804709575,0,0,-0.5029485386158568,False,False
1,1,1,1.1189178496562806,0,1,0.5189714017894245,False,False
0,3,0,-0.03391386804709575,0,0,-0.5028639729296732,False,False
0,3,0,0.8499237821921594,0,0,-0.49237782784290063,True,False
1,2,1,1.580050536737631,0,0,-0.43700743807979686,False,True
0,3,0,0.7346406104218218,0,0,-0.4888542575852486,False,True
0,2,0,-0.49504655512844625,2,1,-0.41687275089321363,False,True
1,2,1,-2.109010959913173,1,1,-0.12491978668775715,False,True
0,3,0,-0.03391386804709575,0,0,-0.5028639729296732,False,False
0,3,0,-0.9561792422097968,1,1,-0.5028639729296732,False,False
1,3,1,-0.18762476374087925,0,2,-0.19824427701513722,False,False
0,3,1,0.042941579799796,0,0,-0.47400492578514347,False,True
1,2,1,-1.7247337206787143,0,2,-0.11988611489111134,False,True
0,1,0,1.1957732975031723,0,0,-0.11384570873513637,False,True
1,1,1,0.042941579799796,0,0,1.4944124302931971,False,False
0,3,0,-0.03391386804709575,0,0,-0.35646868933346404,False,True
1,1,1,-0.571902002975338,0,2,0.3482453621969482,False,False
1,1,1,0.5040742668811465,0,2,0.7811411367084872,False,True
0,3,1,-1.5710228249849307,4,2,-0.01870931177853076,False,True
0,3,1,-1.4173119292911474,4,2,-0.01870931177853076,False,True
1,2,0,0.1966524754935795,1,0,-0.12491978668775715,False,True
0,1,0,1.580050536737631,1,0,1.4944124302931971,False,False
0,1,0,2.6560268065941153,0,0,-0.12491978668775715,False,True
1,2,1,-0.8024683465160133,1,0,-0.12491978668775715,False,True
1,2,0,-0.03391386804709575,0,0,-0.3693045524149108,False,False
0,3,0,0.27350792334047125,1,1,-0.2351571990343002,False,True
1,2,0,-1.6478782728318226,1,1,0.09152810056801232,False,True
1,1,0,-0.9561792422097968,0,2,1.5841789061771412,False,False
0,2,0,-0.18762476374087925,0,0,-0.12491978668775715,False,True
0,3,0,-0.03391386804709575,0,0,-0.49078316061772326,True,False
1,3,0,-0.571902002975338,0,0,-0.5029485386158568,False,False
1,3,1,-0.571902002975338,0,0,-0.4918744606632361,False,True
0,1,0,2.502315910900332,0,0,-0.11384570873513637,False,True
1,1,1,1.4263396410438476,1,0,0.1489119590497745,False,False
1,1,1,0.7346406104218218,1,1,0.955306180872432,False,True
1,3,1,0.5040742668811465,1,0,-0.29807809649237277,False,True
0,3,0,-0.03391386804709575,0,0,-0.49237782784290063,True,False
0,3,0,0.8114960582687135,0,0,-0.4894421904510968,False,True
0,2,0,-0.1107693158939875,0,0,-0.3766033765200472,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
0,3,1,-0.18762476374087925,0,0,-0.4863374216869257,False,True
0,3,0,-0.4181911072815545,2,0,-0.1621689579829361,False,True
0,3,0,-0.8024683465160133,0,0,-0.4894421904510968,False,True
0,3,1,-0.03391386804709575,0,4,-0.22408312108167944,False,True
0,3,0,-0.03391386804709575,0,0,-0.5028639729296732,False,False
1,3,0,0.1966524754935795,0,0,-0.4902797934380587,False,True
1,2,0,2.502315910900332,0,0,-0.43700743807979686,False,True
1,1,1,1.8106168802783063,2,0,0.38809593507663365,False,True
1,1,0,0.5040742668811465,0,0,-0.11711759540295616,False,True
1,3,1,-0.18762476374087925,0,0,-0.49237782784290063,True,False
0,3,0,-1.0330346900566885,0,0,-0.4863374216869257,False,True
0,3,0,-0.8024683465160133,0,0,-0.35646868933346404,False,True
1,2,1,0.350363371187363,0,0,-0.3866707201133388,False,True
1,1,1,0.7346406104218218,1,0,0.4771073601910807,False,True
0,3,1,-0.18762476374087925,1,0,-0.3573083057891445,False,False
1,3,0,0.1966524754935795,0,0,-0.4888542575852486,False,True
1,2,1,-0.34133565943466276,1,1,-0.04438103794142432,False,True
1,1,1,0.7346406104218218,1,1,1.5841789061771412,False,False
0,2,0,1.8874723281251982,0,0,-0.12491978668775715,False,True
0,1,0,0.5040742668811465,0,0,0.15948266982273065,False,False
0,3,0,-0.03391386804709575,0,0,-0.47299819142581434,False,False
1,1,1,-0.879323794362905,0,2,0.955306180872432,False,True
0,2,0,1.349484193196956,0,0,-0.3464013457401724,False,True
1,1,0,2.3486050152065485,1,1,0.9462455716384695,False,False
0,3,0,-0.571902002975338,0,0,-0.4863374216869257,False,True
0,3,0,-0.03391386804709575,0,0,-0.4863374216869257,False,True
